data,70,question3,no-video-task,perceived-complete,pills
data,5,question2,no-video-task,graph->video,pills
N/A,5,question4,post-section,essential-later:DATA,pills
N/A,4,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,80,question4,has-both-task,perceived-within-bounds,running
both,100,question3,has-both-task,perceived-complete,running
both,2,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
data,1,question1,no-video-task,satisfied:DATA,running
data,40,question4,no-video-task,perceived-within-bounds,running
data,70,question3,no-video-task,perceived-complete,running
data,5,question2,no-video-task,graph->video,running
both,100,question4,has-both-task,perceived-within-bounds,pills
both,100,question3,has-both-task,perceived-complete,pills
both,5,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
data,5,question1,no-video-task,satisfied:DATA,pills
data,90,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,5,question2,no-video-task,graph->video,pills
both,100,question4,has-both-task,perceived-within-bounds,running
both,30,question3,has-both-task,perceived-complete,running
both,3,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
video,2,question1,no-data-task,satisfied:VIDEO,running
video,90,question4,no-data-task,perceived-within-bounds,running
video,40,question3,no-data-task,perceived-complete,running
video,4,question2,no-data-task,sketch,running
N/A,5,question4,post-section,essential-later:DATA,running
N/A,3,question2,post-section,essential-later:VIDEO,running
N/A,5,question3,post-section,essential-at-beginning:DATA,running
N/A,4,question1,post-section,essential-at-beginning:VIDEO,running
data,4,question1,no-video-task,satisfied:DATA,running
data,90,question4,no-video-task,perceived-within-bounds,running
data,100,question3,no-video-task,perceived-complete,running
data,5,question2,no-video-task,graph->video,running
both,100,question4,has-both-task,perceived-within-bounds,pills
both,20,question3,has-both-task,perceived-complete,pills
both,4,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
data,2,question1,no-video-task,satisfied:DATA,pills
data,80,question4,no-video-task,perceived-within-bounds,pills
data,40,question3,no-video-task,perceived-complete,pills
data,3,question2,no-video-task,graph->video,pills
video,2,question1,no-data-task,satisfied:VIDEO,pills
video,100,question4,no-data-task,perceived-within-bounds,pills
video,30,question3,no-data-task,perceived-complete,pills
video,3,question2,no-data-task,sketch,pills
N/A,5,question4,post-section,essential-later:DATA,pills
N/A,4,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,100,question4,has-both-task,perceived-within-bounds,running
both,100,question3,has-both-task,perceived-complete,running
both,5,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
video,4,question1,no-data-task,satisfied:VIDEO,running
video,100,question4,no-data-task,perceived-within-bounds,running
video,30,question3,no-data-task,perceived-complete,running
video,4,question2,no-data-task,sketch,running
both,10,question4,has-both-task,perceived-within-bounds,pills
both,90,question3,has-both-task,perceived-complete,pills
both,5,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
data,1,question1,no-video-task,satisfied:DATA,pills
data,10,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,5,question2,no-video-task,graph->video,pills
video,5,question1,no-data-task,satisfied:VIDEO,pills
video,20,question4,no-data-task,perceived-within-bounds,pills
video,80,question3,no-data-task,perceived-complete,pills
video,5,question2,no-data-task,sketch,pills
N/A,4,question4,post-section,essential-later:DATA,pills
N/A,4,question2,post-section,essential-later:VIDEO,pills
N/A,4,question3,post-section,essential-at-beginning:DATA,pills
N/A,4,question1,post-section,essential-at-beginning:VIDEO,pills
both,70,question4,has-both-task,perceived-within-bounds,running
both,70,question3,has-both-task,perceived-complete,running
both,4,question2,has-both-task,WHAT:DATA,running
both,4,question1,has-both-task,WHEN:DATA,running
data,5,question1,no-video-task,satisfied:DATA,running
data,10,question4,no-video-task,perceived-within-bounds,running
data,70,question3,no-video-task,perceived-complete,running
data,3,question2,no-video-task,graph->video,running
N/A,5,question4,post-section,essential-later:DATA,running
N/A,2,question2,post-section,essential-later:VIDEO,running
N/A,3,question3,post-section,essential-at-beginning:DATA,running
N/A,4,question1,post-section,essential-at-beginning:VIDEO,running
video,2,question1,no-data-task,satisfied:VIDEO,running
video,20,question4,no-data-task,perceived-within-bounds,running
video,50,question3,no-data-task,perceived-complete,running
video,2,question2,no-data-task,sketch,running
both,100,question4,has-both-task,perceived-within-bounds,pills
both,100,question3,has-both-task,perceived-complete,pills
both,2,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
video,4,question1,no-data-task,satisfied:VIDEO,pills
video,100,question4,no-data-task,perceived-within-bounds,pills
video,70,question3,no-data-task,perceived-complete,pills
video,5,question2,no-data-task,sketch,pills
data,1,question1,no-video-task,satisfied:DATA,pills
data,50,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,2,question2,no-video-task,graph->video,pills
N/A,1,question4,post-section,essential-later:DATA,pills
N/A,4,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,90,question4,has-both-task,perceived-within-bounds,running
both,100,question3,has-both-task,perceived-complete,running
both,5,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
video,1,question1,no-data-task,satisfied:VIDEO,running
video,90,question4,no-data-task,perceived-within-bounds,running
video,60,question3,no-data-task,perceived-complete,running
video,4,question2,no-data-task,sketch,running
N/A,5,question4,post-section,essential-later:DATA,running
N/A,1,question2,post-section,essential-later:VIDEO,running
N/A,5,question3,post-section,essential-at-beginning:DATA,running
N/A,5,question1,post-section,essential-at-beginning:VIDEO,running
data,4,question1,no-video-task,satisfied:DATA,running
data,70,question4,no-video-task,perceived-within-bounds,running
data,100,question3,no-video-task,perceived-complete,running
data,4,question2,no-video-task,graph->video,running
both,100,question4,has-both-task,perceived-within-bounds,pills
both,100,question3,has-both-task,perceived-complete,pills
both,2,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
video,1,question1,no-data-task,satisfied:VIDEO,pills
video,90,question4,no-data-task,perceived-within-bounds,pills
video,60,question3,no-data-task,perceived-complete,pills
video,2,question2,no-data-task,sketch,pills
data,1,question1,no-video-task,satisfied:DATA,pills
data,90,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,4,question2,no-video-task,graph->video,pills
N/A,5,question4,post-section,essential-later:DATA,pills
N/A,5,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,100,question4,has-both-task,perceived-within-bounds,running
both,100,question3,has-both-task,perceived-complete,running
both,5,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
video,1,question1,no-data-task,satisfied:VIDEO,running
video,90,question4,no-data-task,perceived-within-bounds,running
video,80,question3,no-data-task,perceived-complete,running
video,5,question2,no-data-task,sketch,running
N/A,5,question4,post-section,essential-later:DATA,running
N/A,2,question2,post-section,essential-later:VIDEO,running
N/A,5,question3,post-section,essential-at-beginning:DATA,running
N/A,5,question1,post-section,essential-at-beginning:VIDEO,running
data,5,question1,no-video-task,satisfied:DATA,running
data,100,question4,no-video-task,perceived-within-bounds,running
data,100,question3,no-video-task,perceived-complete,running
data,5,question2,no-video-task,graph->video,running
both,90,question4,has-both-task,perceived-within-bounds,pills
both,100,question3,has-both-task,perceived-complete,pills
both,5,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
data,5,question1,no-video-task,satisfied:DATA,pills
data,100,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,5,question2,no-video-task,graph->video,pills
video,1,question1,no-data-task,satisfied:VIDEO,pills
video,30,question4,no-data-task,perceived-within-bounds,pills
video,40,question3,no-data-task,perceived-complete,pills
video,2,question2,no-data-task,sketch,pills
N/A,3,question4,post-section,essential-later:DATA,pills
N/A,1,question2,post-section,essential-later:VIDEO,pills
N/A,4,question3,post-section,essential-at-beginning:DATA,pills
N/A,4,question1,post-section,essential-at-beginning:VIDEO,pills
both,80,question4,has-both-task,perceived-within-bounds,running
both,80,question3,has-both-task,perceived-complete,running
both,5,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
data,5,question1,no-video-task,satisfied:DATA,running
data,90,question4,no-video-task,perceived-within-bounds,running
data,100,question3,no-video-task,perceived-complete,running
data,4,question2,no-video-task,graph->video,running
N/A,5,question4,post-section,essential-later:DATA,running
N/A,1,question2,post-section,essential-later:VIDEO,running
N/A,5,question3,post-section,essential-at-beginning:DATA,running
N/A,4,question1,post-section,essential-at-beginning:VIDEO,running
video,1,question1,no-data-task,satisfied:VIDEO,running
video,50,question4,no-data-task,perceived-within-bounds,running
video,30,question3,no-data-task,perceived-complete,running
video,2,question2,no-data-task,sketch,running
both,100,question4,has-both-task,perceived-within-bounds,pills
both,50,question3,has-both-task,perceived-complete,pills
both,5,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
video,4,question1,no-data-task,satisfied:VIDEO,pills
video,100,question4,no-data-task,perceived-within-bounds,pills
video,30,question3,no-data-task,perceived-complete,pills
video,4,question2,no-data-task,sketch,pills
data,2,question1,no-video-task,satisfied:DATA,pills
data,100,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,2,question2,no-video-task,graph->video,pills
N/A,2,question4,post-section,essential-later:DATA,pills
N/A,2,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,100,question4,has-both-task,perceived-within-bounds,running
both,100,question3,has-both-task,perceived-complete,running
both,5,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
video,4,question1,no-data-task,satisfied:VIDEO,running
video,100,question4,no-data-task,perceived-within-bounds,running
video,60,question3,no-data-task,perceived-complete,running
video,5,question2,no-data-task,sketch,running
N/A,1,question4,post-section,essential-later:DATA,running
N/A,1,question2,post-section,essential-later:VIDEO,running
N/A,5,question3,post-section,essential-at-beginning:DATA,running
N/A,5,question1,post-section,essential-at-beginning:VIDEO,running
data,5,question1,no-video-task,satisfied:DATA,running
data,100,question4,no-video-task,perceived-within-bounds,running
data,100,question3,no-video-task,perceived-complete,running
data,5,question2,no-video-task,graph->video,running
both,100,question4,has-both-task,perceived-within-bounds,pills
both,100,question3,has-both-task,perceived-complete,pills
both,5,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
video,4,question1,no-data-task,satisfied:VIDEO,pills
video,80,question4,no-data-task,perceived-within-bounds,pills
video,100,question3,no-data-task,perceived-complete,pills
video,4,question2,no-data-task,sketch,pills
data,5,question1,no-video-task,satisfied:DATA,pills
data,100,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,5,question2,no-video-task,graph->video,pills
N/A,4,question4,post-section,essential-later:DATA,pills
N/A,2,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,100,question4,has-both-task,perceived-within-bounds,running
both,100,question3,has-both-task,perceived-complete,running
both,4,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
video,2,question1,no-data-task,satisfied:VIDEO,running
video,80,question4,no-data-task,perceived-within-bounds,running
video,40,question3,no-data-task,perceived-complete,running
video,4,question2,no-data-task,sketch,running
N/A,4,question4,post-section,essential-later:DATA,running
N/A,2,question2,post-section,essential-later:VIDEO,running
N/A,5,question3,post-section,essential-at-beginning:DATA,running
N/A,5,question1,post-section,essential-at-beginning:VIDEO,running
data,3,question1,no-video-task,satisfied:DATA,running
data,90,question4,no-video-task,perceived-within-bounds,running
data,100,question3,no-video-task,perceived-complete,running
data,4,question2,no-video-task,graph->video,running
both,100,question4,has-both-task,perceived-within-bounds,pills
both,100,question3,has-both-task,perceived-complete,pills
both,5,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
data,5,question1,no-video-task,satisfied:DATA,pills
data,100,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,5,question2,no-video-task,graph->video,pills
video,4,question1,no-data-task,satisfied:VIDEO,pills
video,90,question4,no-data-task,perceived-within-bounds,pills
video,70,question3,no-data-task,perceived-complete,pills
video,5,question2,no-data-task,sketch,pills
N/A,1,question4,post-section,essential-later:DATA,pills
N/A,1,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,100,question4,has-both-task,perceived-within-bounds,running
both,100,question3,has-both-task,perceived-complete,running
both,5,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
data,5,question1,no-video-task,satisfied:DATA,running
data,100,question4,no-video-task,perceived-within-bounds,running
data,100,question3,no-video-task,perceived-complete,running
data,5,question2,no-video-task,graph->video,running
N/A,1,question4,post-section,essential-later:DATA,running
N/A,2,question2,post-section,essential-later:VIDEO,running
N/A,4,question3,post-section,essential-at-beginning:DATA,running
N/A,4,question1,post-section,essential-at-beginning:VIDEO,running
video,5,question1,no-data-task,satisfied:VIDEO,running
video,90,question4,no-data-task,perceived-within-bounds,running
video,60,question3,no-data-task,perceived-complete,running
video,5,question2,no-data-task,sketch,running
both,80,question4,has-both-task,perceived-within-bounds,pills
both,100,question3,has-both-task,perceived-complete,pills
both,5,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
video,4,question1,no-data-task,satisfied:VIDEO,pills
video,80,question4,no-data-task,perceived-within-bounds,pills
video,80,question3,no-data-task,perceived-complete,pills
video,4,question2,no-data-task,sketch,pills
data,5,question1,no-video-task,satisfied:DATA,pills
data,70,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,4,question2,no-video-task,graph->video,pills
N/A,4,question4,post-section,essential-later:DATA,pills
N/A,2,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,70,question4,has-both-task,perceived-within-bounds,running
both,60,question3,has-both-task,perceived-complete,running
both,4,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
video,4,question1,no-data-task,satisfied:VIDEO,running
video,70,question4,no-data-task,perceived-within-bounds,running
video,50,question3,no-data-task,perceived-complete,running
video,5,question2,no-data-task,sketch,running
N/A,4,question4,post-section,essential-later:DATA,running
N/A,2,question2,post-section,essential-later:VIDEO,running
N/A,5,question3,post-section,essential-at-beginning:DATA,running
N/A,5,question1,post-section,essential-at-beginning:VIDEO,running
data,4,question1,no-video-task,satisfied:DATA,running
data,70,question4,no-video-task,perceived-within-bounds,running
data,90,question3,no-video-task,perceived-complete,running
data,4,question2,no-video-task,graph->video,running
both,100,question4,has-both-task,perceived-within-bounds,pills
both,70,question3,has-both-task,perceived-complete,pills
both,1,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
video,5,question1,no-data-task,satisfied:VIDEO,pills
video,90,question4,no-data-task,perceived-within-bounds,pills
video,70,question3,no-data-task,perceived-complete,pills
video,1,question2,no-data-task,sketch,pills
data,1,question1,no-video-task,satisfied:DATA,pills
data,90,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,1,question2,no-video-task,graph->video,pills
N/A,1,question4,post-section,essential-later:DATA,pills
N/A,2,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,90,question4,has-both-task,perceived-within-bounds,running
both,90,question3,has-both-task,perceived-complete,running
both,5,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
video,4,question1,no-data-task,satisfied:VIDEO,running
video,90,question4,no-data-task,perceived-within-bounds,running
video,80,question3,no-data-task,perceived-complete,running
video,3,question2,no-data-task,sketch,running
N/A,5,question4,post-section,essential-later:DATA,running
N/A,1,question2,post-section,essential-later:VIDEO,running
N/A,5,question3,post-section,essential-at-beginning:DATA,running
N/A,5,question1,post-section,essential-at-beginning:VIDEO,running
data,4,question1,no-video-task,satisfied:DATA,running
data,90,question4,no-video-task,perceived-within-bounds,running
data,90,question3,no-video-task,perceived-complete,running
data,4,question2,no-video-task,graph->video,running
both,80,question4,has-both-task,perceived-within-bounds,pills
both,80,question3,has-both-task,perceived-complete,pills
both,90,question3,has-both-task,perceived-complete,pills
both,2,question2,has-both-task,WHAT:DATA,pills
both,4,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
data,2,question1,no-video-task,satisfied:DATA,pills
data,50,question4,no-video-task,perceived-within-bounds,pills
data,60,question3,no-video-task,perceived-complete,pills
data,2,question2,no-video-task,graph->video,pills
video,5,question1,no-data-task,satisfied:VIDEO,pills
video,90,question4,no-data-task,perceived-within-bounds,pills
video,100,question3,no-data-task,perceived-complete,pills
video,2,question2,no-data-task,sketch,pills
N/A,4,question4,post-section,essential-later:DATA,pills
N/A,2,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,70,question4,has-both-task,perceived-within-bounds,running
both,80,question3,has-both-task,perceived-complete,running
both,5,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
N/A,5,question4,post-section,essential-later:DATA,running
N/A,2,question2,post-section,essential-later:VIDEO,running
N/A,5,question3,post-section,essential-at-beginning:DATA,running
N/A,5,question1,post-section,essential-at-beginning:VIDEO,running
video,2,question1,no-data-task,satisfied:VIDEO,running
video,80,question4,no-data-task,perceived-within-bounds,running
video,70,question3,no-data-task,perceived-complete,running
video,2,question2,no-data-task,sketch,running
both,60,question4,has-both-task,perceived-within-bounds,pills
both,40,question3,has-both-task,perceived-complete,pills
both,5,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
data,5,question1,no-video-task,satisfied:DATA,pills
data,100,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,5,question2,no-video-task,graph->video,pills
video,2,question1,no-data-task,satisfied:VIDEO,pills
video,100,question4,no-data-task,perceived-within-bounds,pills
video,40,question3,no-data-task,perceived-complete,pills
video,4,question2,no-data-task,sketch,pills
N/A,4,question4,post-section,essential-later:DATA,pills
N/A,2,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,100,question4,has-both-task,perceived-within-bounds,running
both,70,question3,has-both-task,perceived-complete,running
both,5,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
data,4,question1,no-video-task,satisfied:DATA,running
data,100,question4,no-video-task,perceived-within-bounds,running
data,100,question3,no-video-task,perceived-complete,running
data,4,question2,no-video-task,graph->video,running
N/A,4,question4,post-section,essential-later:DATA,running
N/A,2,question2,post-section,essential-later:VIDEO,running
N/A,5,question3,post-section,essential-at-beginning:DATA,running
N/A,5,question1,post-section,essential-at-beginning:VIDEO,running
video,2,question1,no-data-task,satisfied:VIDEO,running
video,100,question4,no-data-task,perceived-within-bounds,running
video,30,question3,no-data-task,perceived-complete,running
video,4,question2,no-data-task,sketch,running
both,90,question4,has-both-task,perceived-within-bounds,pills
both,90,question3,has-both-task,perceived-complete,pills
both,2,question2,has-both-task,WHAT:DATA,pills
both,5,question1,has-both-task,WHEN:DATA,pills
video,2,question1,no-data-task,satisfied:VIDEO,pills
video,50,question4,no-data-task,perceived-within-bounds,pills
video,70,question3,no-data-task,perceived-complete,pills
video,4,question2,no-data-task,sketch,pills
data,2,question1,no-video-task,satisfied:DATA,pills
data,60,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,2,question2,no-video-task,graph->video,pills
N/A,5,question4,post-section,essential-later:DATA,pills
N/A,4,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,80,question4,has-both-task,perceived-within-bounds,running
both,100,question3,has-both-task,perceived-complete,running
both,2,question2,has-both-task,WHAT:DATA,running
both,5,question1,has-both-task,WHEN:DATA,running
video,1,question1,no-data-task,satisfied:VIDEO,running
video,80,question4,no-data-task,perceived-within-bounds,running
video,40,question3,no-data-task,perceived-complete,running
video,4,question2,no-data-task,sketch,running
N/A,5,question4,post-section,essential-later:DATA,running
N/A,4,question2,post-section,essential-later:VIDEO,running
N/A,5,question3,post-section,essential-at-beginning:DATA,running
N/A,5,question1,post-section,essential-at-beginning:VIDEO,running
data,2,question1,no-video-task,satisfied:DATA,running
data,60,question4,no-video-task,perceived-within-bounds,running
data,100,question3,no-video-task,perceived-complete,running
data,5,question2,no-video-task,graph->video,running
N/A,5,question4,post-section,essential-later:DATA,pills
N/A,2,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,4,question1,post-section,essential-at-beginning:VIDEO,pills
both,10,question4,has-both-task,perceived-within-bounds,pills
both,70,question3,has-both-task,perceived-complete,pills
both,4,question2,has-both-task,WHAT:DATA,pills
both,4,question1,has-both-task,WHEN:DATA,pills
data,5,question1,no-video-task,satisfied:DATA,pills
data,30,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,4,question2,no-video-task,graph->video,pills
video,4,question1,no-data-task,satisfied:VIDEO,pills
video,10,question4,no-data-task,perceived-within-bounds,pills
video,40,question3,no-data-task,perceived-complete,pills
video,4,question2,no-data-task,sketch,pills
N/A,5,question4,post-section,essential-later:DATA,pills
N/A,2,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,10,question4,has-both-task,perceived-within-bounds,running
both,100,question3,has-both-task,perceived-complete,running
both,4,question2,has-both-task,WHAT:DATA,running
both,4,question1,has-both-task,WHEN:DATA,running
N/A,5,question4,post-section,essential-later:DATA,running
N/A,2,question2,post-section,essential-later:VIDEO,running
N/A,5,question3,post-section,essential-at-beginning:DATA,running
N/A,4,question1,post-section,essential-at-beginning:VIDEO,running
video,2,question1,no-data-task,satisfied:VIDEO,running
video,20,question4,no-data-task,perceived-within-bounds,running
video,50,question3,no-data-task,perceived-complete,running
video,4,question2,no-data-task,sketch,running
both,10,question4,has-both-task,perceived-within-bounds,pills
both,70,question3,has-both-task,perceived-complete,pills
both,3,question2,has-both-task,WHAT:DATA,pills
both,4,question1,has-both-task,WHEN:DATA,pills
data,4,question1,no-video-task,satisfied:DATA,pills
data,20,question4,no-video-task,perceived-within-bounds,pills
data,100,question3,no-video-task,perceived-complete,pills
data,3,question2,no-video-task,graph->video,pills
video,4,question1,no-data-task,satisfied:VIDEO,pills
video,10,question4,no-data-task,perceived-within-bounds,pills
video,40,question3,no-data-task,perceived-complete,pills
video,2,question2,no-data-task,sketch,pills
N/A,5,question4,post-section,essential-later:DATA,pills
N/A,4,question2,post-section,essential-later:VIDEO,pills
N/A,5,question3,post-section,essential-at-beginning:DATA,pills
N/A,5,question1,post-section,essential-at-beginning:VIDEO,pills
both,70,question4,has-both-task,perceived-within-bounds,running
